Age,ClassName,DepartmentName,Adjectives,Nouns,Seasons
60,pants,Bottoms,"excited, hidden, great, plain, black, ","sale, lining, feature, i, use, i, ",
56,dress,Dresses,"everyday, recommend, ","dress, bling, ",
46,sweater,Tops,"cute, stylish, different, typical, key, extra, small, i, small, unique, ","sweater, i, neckline, ",
53,sweater,Tops,"simple, stylish, flattering, ","sweater, model, neckline, line, fit, size, xs, s, swing, bottom, ",
33,pants,Bottoms,"awesome, few, 33-34, shorter-, breezy, i, old, elastic, nice, flat, ","length, i, inseam, style, bit, lighter, fabric, i, ground, calf, waist, front, butt, waist, ",
38,pants,Bottoms,"great, light, great, black, mid, great, top, great, black, ","fabric, weight, justice, i, store, sleeveless, crop, top, skin, tank, ",
32,dress,Dresses,"i, super, soft, wide, amazing, good, big, wear, un, ","i, baby, dress, tack, front, fold, tack, i, fabric, i, nursing, tank, underneath, belt, waist, tack, bust, bust, tack, something, ",
99,dress,Dresses,"gauze, 2-tone, negative, salmon, negative, surprise, huge, special, stylish, comfortable, good, ","weight, material, lace, trim, photo, color, dress, peach, length, model, knee, i, party, beach, i, silver, silver, i, dress, ",
45,dress,Dresses,"glad, beautiful, busty, i, other, tulle, easy, ","dress, store, staff, i, dress, i, idea, i, i, size, i, bit, bit, coverage, v, neck, reviewer, underlay, lining, o, ",
43,jeans,Bottoms,"ag, distressed, soft, other, ","ankle, length, wash, tts, denim, size, ag, ",
48,sweater,Tops,"black, comfortable, ","sweater, material, ",
38,pants,Bottoms,"worth, numerous, great, casual, sunday, wrong, ","sale, price, i, work, friday, work, brunch, antro, ",
40,dress,Dresses,"young, dusty, creation-, comfortable, lacy, elegant, american, shy, mine, magnolia, lace, ","dinner, provence, sunset, lady, lavender, blue, lilac, color, south-of-france, accent, i, brand, dress, internet, dress, day, dress-, i, ",
70,dress,Dresses,"romantic, sexy, sweet, casual, little, large, flowy, super, tight, happy, ","dress, dress, tight, top, size, fit, ",
34,dress,Dresses,"gorgeous, perfect, i, i, glad, petite, regular, due, able, regular, many, ","dress, color, spring/summer, dress, i, size, design, bottom, i, ",summer spring
35,dress,Dresses,"flattering, pre, second, many, ","dress, pregnancy, trimester, baby, ",
55,dress,Dresses,"casual, sunday, casual, other, lightweight, adorable, ","shoulder, float, dress, perfect, brunch, night, fabric, anything, glance, outline, reason, dress, ",
38,dress,Dresses,"beautiful, true, comfortable, delicate, ","dress, picture, size, side, ",
37,sweater,Tops,"neckline, flattering, flattering, soft, regular, small, huge, i, ","sweater, tunic, interest, i, person, photos, model, husband, neckline, top, i, size, neckline, bit, scarf, change, i, staple, ",
56,pants,Bottoms,"beautiful, comfortable, nice, casual, i, pleased, ","liner, surprise, jacket, sale, ",
36,knit sweater,Tops,"cute, high, i, long, perfect, ","tank, sale, i, torso, length, i, jacket, life, cooler, weather, ",
30,thin sweater,Tops,"velvet, moss-colored, many, gorgeous, ","skirt, retailer, knee, neckline, i, medium, bit, waist, wrist, ",
35,dress,Dresses,"140lbs-athletic, busty, 4-6., white, pleased, online, pictured-the, upper, much, straight, ","build, size, i, dress, size, i, today, order, lilac, dress, back, tent, i, ",
48,sweater,Tops,"perfect, wide, soft, comfortable, thick, bum, ","sweater, crop, leg, line, area, cotton, knit, cami, length, ",
34,dress,Dresses,"few, dreamy, i, perfect, other, perfect, perfect, elegant, modest, gorgeous, ","dress, summer, dress, wedding, june, selection, pastel, dress, summer, shade, texas, heat, june, i, lace, ",summer
27,dress,Dresses,"adorable, vibrant, nice/forgiving, ","dress, eye, catching, i, reference, i, dress, top, stomach, ",
25,dress,Dresses,"adorable, casual, large, big, ","dress, wedding, pair, summer, dress, dress, tad, i, size, size, purchase, ",summer
27,dress,Dresses,"gorgeous, many, perfect, black, new, reddish, needless, i, ","brand, dress, person, i, dress, lace, lilac, color, i, magnolia, dress, color, dress, ",
50,pants,Bottoms,"first, comfy, sooooo, butt, great, ","i, today, time, cute, summer, look, ",summer
55,dress,Dresses,"normal, small, little, tight, i, little, much, top, ","dress, size, online, i, medium, store, plan, frame, bodice, detail, ",
28,dress,Dresses,"sheer, i, slip, lightweight, due, perfect, ","dress, fall, underneath, fall, i, dress, season, note, size, xs, dress, xs, work, ",fall
43,dress,Dresses,"little, boho-chic, ","number, i, online, look, i, weight, dress, detailing, photo, ",
38,dress,Dresses,"great, easy-to-wear, front, trim, wear, regular, previous, perfect, few, little, loose, big, pretty, comfortable, light, ","dress, bodice, ladder, lace, length, size, length, deal, i, et, ",
31,dress,Dresses,"beautiful, many, first, little, short, i, loose, ","dress, pattern, beading, detail, i, day, size, i, clothing, bare, ok, weather, cooler, ",
54,dress,Dresses,"beautiful, online, cute, thin, flowey, i, inch, great, pretty, adjustable, right, v, attractive, ","dress, person, fall/winter, i, dress, material, b, bra, waist, size, dress, shapeless, waist, way, shape, neckline, person, stitchin, ", winterfall
39,dress,Dresses,"comfortable, perfect, regular, perfect, ","everyone, perfect, fall, i, s, m, piece, s, i, petite, cut, length, i, ",fall
42,dress,Dresses,"incidental, i, online, easy, i, small, little, great, ","dress, return, reason, i, online, person, fit, shoulder, fit, tight, xs, dress, ",
62,dress,Dresses,"beautiful, small, washable, black, tall, additional, i, comfortable, swingy, i, ","i, store, beading, embroidery, opening, practicality, standpoint, machine, fall, chunky, ivory, cardigan, winter, size, s, slightlyyyy, way, shoulder, seam, ", winterfall
57,dress,Dresses,"sure, afraid, boxy, other, sweet, grey, enough, casual, ","i, dress, i, reviews, chance, fun, detail, work, ",
29,dress,Dresses,"beautiful, s, nice, sad, likely, stunning, ","dress, weight, fabric, i, fall/transition/cooler, i, i, return, dress, postpartum, body, part, ",fall
35,blouse,Tops,"other, gorgeous, perfect, usual, amazing, breezy, baggy, cute, perfect, weight-, thick, comfortable, light, top, ","reviewer, shelf, fit, i, size, m., i, look, fabric, light, bra, underneath, ",
39,dress,Dresses,"great, petite, regular, petite, regular, xs, regular, perfect, ","dress, person, keep, mind, size, look, shorter, length, size, lbs, petite, i, size, i, length, everything, dress, color, material, cut, transition, ",
33,dress,Dresses,"much, beautiful, i, touch, short, amazing, ","dress, ",
51,jeans,Bottoms,"comfy, worth, ","i, sale, ",
32,dress,Dresses,"amazing, much, added, tight, i, perfect, i, ","dress, beautiful, perfect, fall, beading, person, bonus, i, xs, s, i, bust, xs, s, comfort, beauty, reference, lbs, ",fall
28,pants,Bottoms,"xs, i, i, previous, excited, short, waist, natural, great, thick, beautiful, ","jumpsuit, /103lbs, xs/00, i, band, waist, model, quality, fabric, front, ",
41,dress,Dresses,"beautiful, i, thigh, same, i, dark, tall, black, navy, purple, black, favorite, i, ","dress, place, model, lean, purse, floor, i, everyone, denim, likewise, i, speck, i, denim, ",
46,knit sweater,Tops,"soft, big, usual, ","sale, price, pretty, person, comfortable, size, i, size, l, m, ",
31,knit sweater,Tops,"boxy, great, tall, neat, cool, ","shirt, design, style, buy, slender, bit, off, design, color, shirt, fall, ",fall
41,pants,Bottoms,"short, comfortable, great, windy, large, 29-30in, petite, fit, large, natural, small, stretchy, ","culotte, basketball, hybrid, .very, summer, city, waist, i, waist, medium, waist, waist, petite, size, size, waist, waist, band, lot, forgiveness, petite, le, ",summer
42,dress,Dresses,"large, boxy, right, beautiful, perfect, denim, ","i, i, dress, flowy, fabric, body, amount, shape, pattern, cooler, dress, jacket, vest, jacket, i, i, dress, fall, winter, ", winterfall
60,dress,Dresses,"much, fantastic, hard, peek-a-boo, plentiful, much, tall, real, much, ","dress, lattice, detail, front, back, beading, work, dress, model, i, tad, knee, work, evening, m, l., fit, overa, ",
45,dress,Dresses,"much, original, i, first, ","dress, person, front, quality, dress, yesterday, time, ",
36,skirt,Bottoms,"twirl, staple, navy, black, small, extra, small, large, natural, i, flattering, abt, s, ","knee, length, drape, piece, material, blend, bring, notch, pull, i, waist, i, waist, style, skirt, waist, reference, bust, retailer, skirt, ",
26,pants,Bottoms,"i, breezy, big, i, green, casual, interested, ","store, i, skirt, i, xs, feel, i, size, store, i, i, color, feel, pant, i, ",
35,pants,Bottoms,"light, flowy, super, comfortable, flattering, tiny, detail, slimming, great, perfect, ","ballet, skirt, cut, waistband, effect, tummy, inseam, length, i, go, summer, ",summer
27,dress,Dresses,"true, little, wide, ","size, brand/retailer, xs, tight, skirt, something, bend, ",
31,dress,Dresses,"i, other, little, tight, comfortable, i, versatile, ","dress, october, wedding, savannah, ga., i, lbs, xs, i, xxs, dress, anyone, dress, fall, winter, ", winterfall
36,pants,Bottoms,"strapless, small, chested, delight-, wonderful, 33-year-old, soft, ","outfit, year, husband, i, i, lady, diva, husband, gushing, outfit, christmas, dancing, house, outfit, outfit, work, art, bodice, perfe, ",
38,pants,Bottoms,"regular, petite, regular, i, flattering, woven, see-thru, due, comfortable, professional, ","pant, i, today, store, lengh, size, i, length, ankle, p, summer, material, shiny, bit, sunshine, structure, weave, i, i, ",summer
54,skirt,Bottoms,"pattern, large, ","skirt, texture, character, bit, ",
41,pants,Bottoms,"first, little, worried, great, large, able, great, light, perfect, worth, ","love, site, i, i, curvy, size, surprise, i, i, retailer, i, size, medium, cause, fullness, breezy, alternative, ",
37,dress,Dresses,"beautiful, flattering, small, top, ","dress, line, shape, keyhole, slit, issue, model, dress, versatility, reviewer, ",
39,dress,Dresses,"poly/rayon, sweet, silky, soft, oversized, swingy, free, worn, wide, defined, beautiful, full, many, perfect, i, ","dress, construction, i, styling, instagram, dress, i, size, range, string, tie, belt, waist, skirt, mind, fall, dress, weight, ",fall
39,dress,Dresses,"beautiful, perfect, heavy, much, stiff, numerous, exquisite, additional, heavy, tad, ","dress, style, fall, i, i, embroidery, i, dress, layer, fabric, button, bodice, embroidery, skirt, lace, i, back/shoulders/upper, bodice, dress, wider, n, ",fall
41,dress,Dresses,"stunning, gorgeous, perfect, regular, short, i, i, glad, tight, top, loose, ","dress, brainer, purchase, dress, embroidery, beading, color, fall, i, size, i, dress, lbs, i, xxs, i, xs, bottom, everyth, ",fall
47,blouse,Tops,"soft, ","top, material, drapey, i, shorter, shirt, jacket, ",
50,knit sweater,Tops,"mixed, 2-4, tall, petite, great, short, ","size, side, i, fuller, chest, maternity, top, shoulder, i, size, s, xs, neckline, ",
31,dress,Dresses,"soft, supple, amazing, professional, ","love, dress, fabric, i, curvy, girl, dress, justice, bust, waist, dress, part, causal, office, look, ",
44,thin sweater,Tops,"little, sweater-, tall, broad, small, flattering, neutral, perfect, early, ","chest-, cut, design, sweater, weight, spring, summer, ",summer spring
49,thin sweater,Tops,"casual, soft, durable, ","sweater, work, wear, ease, ",
48,knit sweater,Tops,"Soft, forgiving, top, wish, pricey, ",,
47,dress,Dresses,"adorable, comfortable, wrong, ","dress, figure, flattering, cant, purchase, ",
51,knit sweater,Tops,"sure, i, correct, other, large, big, sheer, navy, red, good, sure, ","store, i, eye, while, i, size, i, s, xs, i, xxs, course, lighter, blue, material, quality, back, picture, ",
42,knit sweater,Tops,"white, cover-up, top, little, light, comfortable, thin, i, several, ","xs, i, bathing, suit, part, back, weight, cool, pilling, ",
54,dress,Dresses,"great, high, usual, great, little, short, comfortable, broad, small, ","dress, online, order, person, website, fabric, cut, finishing, dress, quality, size, knee, frame, office, i, friday, cardigan, fit, gal, i, thi, ",
27,knit sweater,Tops,"little, big, comfortable, great, ",,
47,thin sweater,Tops,"awesome, light, tight, white, fresh, ","picture, sweater, justice, i, today, summer, cute, sweater, light, feel, quarter, length, ",summer
62,knit sweater,Tops,"extra, small, much, white, extra, small, ok, cute, big, many, figure, nice, little, loose, top, open, ","store, lilac, color, i, online, side, medium, i, flattering, sexy, summer, ",summer
32,knit sweater,Tops,"different, soft, large, i, extra, small, small, ","brand, shirt, bit, medium, brand, i, ",
55,knit sweater,Tops,"other, black, purple, purple/gray, floral, possible, negative, careful, dry, due, other, i, large, i, ","tee, day, print, i, i, vulnerability, hang, machine, washing, i, bit, medium, ",
62,knit sweater,Tops,"original, last, great, fit, white, ","tla, t, summer, quality/not, sheer, i, purple, tla, ",summer
35,knit sweater,Tops,"such, great, soft, yellow, great, neutral, ","la, brand, t, comfy, color, yellow, ",
36,knit sweater,Tops,"available, much, good, little, flattering, ","tee, i, medium, weight, body, lbs, post, partum, tee, m, ",
63,knit sweater,Tops,"comfortable, light, ","breezy, weight, tee, ",
23,knit sweater,Tops,"purple, loose, fitting, loose, unflattering-, great, wrinkle, resistant, comfortable, top, other, i, 38-30-40, ","tee, store, pattern, floral, grey, background, tee, fitting, retailer, fabric, staple, spring, summer, wardrobe, reference, ",summer spring
34,knit sweater,Tops,"perfect, basic, soft, worth, full, ","tee, price, cart, sale, ",
42,knit sweater,Tops,"i, i, versatile, super, soft, several, dry, small, jean, long-sleeve, button-down, ","t.la, retailer, exception, shirt, ",
58,knit sweater,Tops,"usual, good, tight, loose, good, ","color, pink, pink, fit, length, tee, ",
50,jeans,Bottoms,"little, other, pilcro, broken-in, upper, little, comfortable, i, same, other, fine, ","stet, wash, wear, legs, pocket, day, shape, bit, waist, waist, perfect, size, i, hem, ",
39,knit sweater,Tops,"soft, true, great, yellow, other, ","t-shirt, size, i, plan, ",
39,thin sweater,Tops,"comfy, casual, i, wish, other, other, important, wide, boxy, ","fun, moss, ombrã©, i, color, way, i, take-out, couch, size, ",
42,thin sweater,Tops,"tight, flattering, librarian, quirky, ","sweater, fit, sweater, librarian, i, ",
48,jeans,Bottoms,"local, last, impressed, soft, substantial, thier, adorable, nice, skinny, i, true, ","sale, rack, retailer, pair, size, i, luck, i, fit, feel, thyre, shape, worn, look, slouchy, jean.., size, ",
60,jeans,Bottoms,"boyfriend, normal, fitted, beautiful, worn, ","picture, sale, price, fit, order, size, order, i, while, wash, ",
31,dress,Dresses,"nervous, only, ","option, dress, everything, dress, i, ",
34,thin sweater,Tops,"petite, red, big, gorgeous, tad, necessary, i, regular, regular, petite, regular, ","green, xs, retro, vibe, itchy, undershirt, size, i, instance, xs, fit, ",
40,skirt,Bottoms,"great, classic, little, simple, black, flattering, flat, little, i, overall, i, ","skirt, skirt, character, skirt, material, stomach, skirt, tts, afraid, waistband, time, size, skirt, ",
52,thin sweater,Tops,"soft, typical, ","fabric, picture, line, petite, store, quality, fit, perfect, ",
33,jacket,Jackets,"layered, giddy, chic, confident, normal, tight, broad, long, adequate, ","jacket, time, i, luna, dress, grey, excitement, combo, i, staple, reference, i, size, lbs, muscular, i, room, ",
57,jacket,Jackets,"amazing, enough, comfortable, perfect, ","jacket, give, color, feel, spring, summer, ",summer spring
62,jacket,Jackets,"soft, nice, beautiful, long, happy, tricky, cute, versatile, worth, full, ","jacket, amount, stretch, fit, torso, length, price, ",
31,jacket,Jackets,"great, prepared, amazing, olive, small, many, ","jacket, structure, lining, color, khaki, picture, fit, investment, piece, ",
37,jacket,Jackets,"olive, beautiful, well-made, i, olive, green, third, ","jacket, color, photo, green, jacket, jacket, brown, i, order, i, order, xs, ",
46,blouse,Tops,"much, second, same, available, perfect, comfortable, other, whimsical, good, colder, ","navy/ivory, size, i, i, pattern, sale, clearance, ivory, pastel, length, personality, i, i, use, summer, ",summer
41,jacket,Jackets,"pleased, perfect, other, ","whim, boy, i, material, spring, weather, size, ", spring
36,pants,Bottoms,"i, small, xs, first, sure, top, cute, wide, great, i, many, cute, ","lbs, xs, fit, i, piece, part, jumper, i, price, date, night, husband, ",
58,sweater,Tops,"new, long, sleeve, itchy, ","type, sweater, retailer, i, sweater, tee, underneath, ",
38,knit sweater,Tops,"top, i, standard, available, little, pin-tucked, tight, loose, bottom, flowy, top, white, black, i, ","tank, part, bra, xs, store, bit, model, area, fit, part, i, wash, tad, i, pi, ",
29,sweater,Tops,"adorable, great, accurate, many, everyday, super, soft, i, ","sweater, quality, sizing, i, i, sweater, comfy, course, retailer, ",
70,jacket,Jackets,"i, small, small, same, tight, overall, small, ","design, color, jacket, i, vest, collar, type, fabric, knit, fit, design, jacket, i, i, vest, manufacturer, jacket, ",
36,jacket,Jackets,"last, olive, fit, different, great, great, casual, good, i, pulled, light, gray, ","brand, i, vest, year, moto, jacket, amazing, love, jacket, structure, drape, i, jacket, time, i, fun, color, jacket, i, wardrobe, ",
60,knit sweater,Tops,"black, last, tall, nice, close, short-short, fit, enough, dry, ","top, dobby, grey, set, weekend, mind, neckline, smocking, drape, length, fullness, bottom, concept, i, medium, room, wash, ",
29,blouse,Tops,"soft, easy, many, small, regular, regular, ","blouse, i, petite, ",
26,jacket,Jackets,"greenish, sure, few, canvas, fleece, extra, overall, usual, perfect, ","jacket, hue, person, tan, i, warmth, layering, jacket, jacket, plunge, i, order, size, fit, size, ",
28,jacket,Jackets,"cute, i, little, short, ","jacket, i, care, inch, ",
54,knit sweater,Tops,"substantial, nice, ","top, daughter, fabric, i, i, ",
40,sweater,Tops,"i, wonderful, ","chance, online, everything, sweater, fit, spot, ",
35,jacket,Jackets,"third, many, hesitant, green, flattering, comfortable, i, great, ","marrakech, jacket, i, i, order, beige, color, beige, jacket, size, jacket, i, home, i, b, medium, ",
39,blouse,Tops,"soft, little, super, cool, hot, great, white, casual, oversized, i, small, ti, ","shirt, summer, darker, picture, comfortable, june, blouse, work, size, size, ",summer
52,jacket,Jackets,"impressed, worth, ","workmanship, jacket, fit, cool, look, quality, price, thank, ",
45,jacket,Jackets,"i, i, online, worth, nice, stretchy, i, light, nice, neutral, many, ","store, size, i, price, i, quality, tts, i, arm, skirt, office, spring, jacket, color, photo, ", spring
33,knit sweater,Tops,"black, cute, cute, small, small, i, little, tight, broad, nice, stretchy, i, able, ","tank, whim, store, detail, front, peplum, medium, retailer, i, i, medium, chest, fabric, ",
51,dress,Dresses,"perfect, short, i, fit, i, only, crazy, white, ","dress, person, fit, length, reference, dress, xl, fit, thing, i, slip, flesh, color, i, please, retailer, ",
48,dress,Dresses,"such, beautiful, first, .., attached, ","dress, love, sight, slip, dress, bottom.., dress, use, summer, ",summer
53,dress,Dresses,"other, other, ","super, comfortable, joy, i, online, store, moment, i, i, color, ",
43,blouse,Tops,"billowy, fine, camisole, functional, decorative, i, i, blue, crisp, dry, clean, ","blouse, i, underneath, bit, sheer, button, back, neck, part, replacement, button, i, stitching, i, ",
33,dress,Dresses,"instagram, last, i, leery, touch, short, petite, petite, previous, ","influx, dress, feed, i, weekend, length, instance, endora, dress, paper, crown, taste, sizing, way, i, dress, length, dress, issue, size, retailer, clothing, i, size, petite, ",
62,sweater,Tops,"free, special, airy, handmade, overall, special, big, little, ","price, splurge, shipping, discount, minute, i, sweater, i, light, weight, texture, design, something, kind, sweater, style, kangaroo, distraction, ",
53,dress,Dresses,"pretty, local, i, i, i, tts, sz, 34d-27-35, adorable, super, soft, light, much, wonderful, ","dress, retailer, store, display, window, lilac, i, dress, weight, price, design, retailer, i, vinta, ",
62,dress,Dresses,"normal, fitted, loose, nice, only, multiple, springy, much, ","i, someone, lining, overlay, bust, i, quality, length, knee, frame, work-appropriate, wish, colors/pattern, ",
48,dress,Dresses,"perfect, go-to, ideal, top-heavy, side-zipper, slight, a-line, small, petite, fabric, free, great, ","dress, day, night, match, transition, part, cut, frame, dress, waist, tts, size, fabric, high-quality, wrinkle, pick, travel, investment, i, spring, ", spring
53,dress,Dresses,,"dress, lilac, store, picture, website, justice, ",
39,dress,Dresses,"versatile, stylish, classy, ","dress, post, baby, ",
47,dress,Dresses,"i, young, carefree, i, tall, thin, i, lilac, aesthetic, average, little, busty, ","dress, kind, dress, dream, feel, i, dress, exception, i, version, fabric, color, pattern, boho, pixie, fairy, reference, i, stock, size, i, ",
57,dress,Dresses,"adorable, loose, local, normal, i, flowy, casual, long, ","dress, exception, cami, lining, picture, front, back, /, model, purple, store, size, difference, difference, cami, dress, airy, retailer, time, blue, till, ",
60,blouse,Tops,"nice, white, button-up, usual, ant, awesome, washable, cute, top, true, usual, ","top, cloth, stone, material, machine, blouse, side, feature, i, fit, size, i, xs, ",
34,dress,Dresses,"happy, i, happy, nice, mellow, orange-coral, beautiful, i, great, full, maeve, someth, ","dress, i, person, skirt, detail, dress, color-play, close, reference, i, size, c, bust, size, size, stretch, dress, slip, ",
50,dress,Dresses,"interesting, other, happy, many, ","dress, i, blue, brown, pink, colors.., thing, i, pink, dress, style, i, i, ",
28,blouse,Tops,"soft, big, i, xs, s, small, i, loose, low, little, ","color, washing, issue, i, shrinking, fabric, cut, lbs, flowy, baggy, tail, shirt, butt, pencil, skirt, rise, side, way, doesn, ",
42,dress,Dresses,"beautiful, usual, fitted, other, nude, cute, ","dress, light, delicate, i, xsmall, lbs, slip, slip, bit, issue, ivory, slip, dress, ",
37,sweater,Tops,"pouch, low, appealing, great, ","character, turtleneck, sweater, buy, sale, ",
52,dress,Dresses,"super, able, i, great, pear, top, sure, large, i, great, green, blue, ","fit, dress, i, sheath, one, shape, bottom, dress, size, top, case, someone, bust, apple, body, type, i, i, ",
29,dress,Dresses,"excited, personal, keep, ","dress, hem, slip, underneath, cute, detail, i, size, lbs, way, opinion, shape, flabby, dress, justice, shape, sleeve, consideration, ",
23,dress,Dresses,"little, excellent, sure, i, chested, little, baby, beautiful, light, hard, beautiful, i, ","dress, kid, twirling, dress, definition, waist, line, doll, shapeless, fabric, everyone, ",
60,dress,Dresses,"gorgeous, true, little, unbearable, fancy, fancy, ","lace, dress, size, tight, neck, occasion, i, wedding, go, ",
38,dress,Dresses,"sure, amazing, i, gorgeous, true, super, hot, overall, i, ","dress, rack, lace, sale, let, size, quality, tailoring, dress, lace, lining, day, fit, quality, dress, i, sale, ",
20,dress,Dresses,"absolute, great, comfortable, such, slip, underneath, delicate, durable, ","dress, perfection, quality, dress, fit, fun, summer, dress, outer, layer, ",summer
24,dress,Dresses,"coral, athletic, tts, other, comfortable, ","dress, store, color, i, slender, build, i, size, dress, retailer, i, slip, dress, silk, summer, dress, meant, way, i, sale, day, ",summer
40,dress,Dresses,"sweet, soft, perfect, hot, summ, comfortable, simple, wear, flip, flattering, small, ","dress, fabric, dress, fun, seam, bodice, back, ",
49,dress,Dresses,"few, fine, other, short, good, overall, overall, ","love, dress, i, i, comment, slip, underneath, size, slip, concern, length, i, dress, height, length, front, back, front, length, size, ",
64,dress,Dresses,"Comfortable, true, top, perfect, high, regular, short, ","size, bottom, i, petite, length, tad, ",
33,blouse,Tops,"soft, soft, nice, flattering, small, true, top, ","picture, shirt, justice, fact, hanger, shirt, justice, shirt, cloth, stone, tops, feel, button, way, cloth, stone, garment, brand, ",
44,dress,Dresses,"feminine, unsung, windy, saving, see-through, soft, smooth, i, bottom, horizontal, ","dress, liner, hero, day, dress, grace, fabric, dress, fabric, dress, tag, viscose, dress, flower, design, t, ",
40,dress,Dresses,"pictured, beautiful, flattering, warm, gorgeous, ","dress, quality, lace, dress, i, while, summer, sun, bit, sweat, dress, ",summer
36,blouse,Tops,"top, light, airy, i, i, i, small, i, extra, small, i, ","material, cami, petite, way, ",
60,blouse,Tops,"nicer, online, usual, small, extra, small, small, big, favorite, ","person, lbs, size, i, purchase, season, ",
59,blouse,Tops,"perfect, low, perfect, other, available, ","blouse, cardigan, winner, cut, i, ",
40,blouse,Tops,"first, boxy, structured, nice, i, casual, linen, ","top, size, i, torso, stomach, i, material, thicker, side, look, drape, i, shirt, day, blazer, material, cotton, ",
60,warm jacket,Jackets,"outstanding, chic, sophisticated, warm, ","quality, jacket, color, combination, jacket, ",
56,blouse,Tops,"casual, adorable, great, linen, cute, i, heavy, many, thin, and/or, soft, substantial, thin, much, cheap, few, ","top, top, feel, fabric, today, clingy, body-type, tall, figure, something, i, ",
56,warm jacket,Jackets,"Great, heavy, warm, ","fit, pic, cozy, ",
39,blouse,Tops,"top, usual, flowy, pleased, rich, half, nice, gauze, thin, great, ","size, picture, pink, color, cut, work, bit, sparkle, back, lot, i, pink, color, material, course, i, petite, pink, ",
48,blouse,Tops,"top, usual, unavailable, i, plenty, big, fine, i, lovely, boxy, perfect, ","roc, center, store, size, i, ivory, color, plan, shade, ivory, ",
26,blouse,Tops,"black, white, i, top, great, easy, different, ","shirt, i, time, i, material, lot, ",
47,blouse,Tops,"clean, ","%, sale, ",
40,blouse,Tops,"great, thick, great, great, neckline, black, camo, ","quality, blouse, bit, side, bit, back, design, ",
49,blouse,Tops,"top, nice, heavy, great, little, ","material, back, front, body, area, tight, keeper, ",
43,warm jacket,Jackets,"stellar, comfortable, chic, ive, ","picture, justice, piece, studio, look, price, point, worth, ",
83,blouse,Tops,"top, flattering, slight, necessary, arm, aesthetic, white, much, black, pink, classic, casual, ","give, outer, straps, movement, issue, value, i, person, i, bit, edge, ",
48,blouse,Tops,"top, flattering, deep, i, whole, other, ","top, waist, fabric, i, texture, i, package, send-back, kind, square, shapeless, look, ",
53,blouse,Tops,"top, glad, wrong, top, cute, nice, bottom, ","on-line, thought, try, i, thing, design, weight, fabric, cami, underneath, reference, i, course, piece, clothing, half, body, keeper, ",
32,blouse,Tops,"top, swing/loose, i, fit, other, top, flat, white, i, nude, ","i, size, part, size, bandeau, bra, ",
56,blouse,Tops,"unique, top, boxy, local, small, long, careful, wear, ","i, online, i, retailer, shape, size, i, shirt, belt, line, i, laundering, i, lot, ",
19,blouse,Tops,"comfortable, versatile, great, ","everything, thing, closet, ",
65,blouse,Tops,"first, right, usual, short-waisted, luxurious, excellent, back, nice, deep, friendly, stylish, extreme, admirable, recommend, ","breath, i, time, package, size, perfect, medium, size, blouse, find, linen, unique, design, fit, pleat, room, fit, v-neck, back, length, craftsmanship, ",
47,sweater,Tops,"i, i, xs, dreamy, ","sweater, kind, find, retailer, website, walk, store, i, s, sweater, side, snugness, hooks, bit, i, way, top, size, waist, peplum, color, pinky, nude, pink, nude, ",
49,sweater,Tops,"poncho, warm, cozy, great, neutral, ","plan, fall, color, ",fall
36,skirt,Bottoms,"great, stylish, little, big, s, little, i, ","skirt, office, i, i, i, xs, i, tan, cuter, gray, person, ",
43,skirt,Bottoms,"unique, impressed, great, several, appropriate, great, form, comfortable, ","skirt, style, knit, skirt, i, shape, day, skirt, size, waist, size, work, night, size, fitting, work, appropriate, size, form, fit, ",
46,sweater,Tops,"detailed, spring, open, busty, large, i, usual, early, ","sweater, sale, christmas, cut, everyone, peplum, bottom, top, size, medium, spring, person, ", spring
43,sweater,Tops,"beautiful, ","sweater, ",
49,sweater,Tops,"usual, beautiful, sparkly, little, versatile, many, good, low, ","cardigan, color, choice, i, i, store, reality, piece, petite, petite, sweater, hand, wa, ",
49,dress,Dresses,"uncertain, glad, small, i, small, plenty, big, numerous, different, great, ","dress, wow, i, i, medium, family, event, anything, length, dress, i, ",
48,thin sweater,Tops,"pinkish/taupe-brown, i, neutral, pale, right, jean, soft, open-weave, full, past, ","chocolate, color, color, hue, color, style, outfit, dress, knit, i, i, length, i, chill, ",
69,dress,Dresses,"cute, comfortable, i, plenty, clingy, nice, loose, i, ","dress, xs, roomy, knit, cotton, slip, worry, weave, ",
66,skirt,Bottoms,"well-made, sure, ","Unique, skirt, embroidery, statement, piece, wardrobe, ",
59,sweater,Tops,"large, next, beautiful, great, ","i, m, m/l, size, i, knit, quality, ",
66,sweater,Tops,"dressy, right, ","sweater, i, ",
53,sweater,Tops,"little, big, large, great, ","xsmall, i, bit, i, addition, wardrobe, ",
39,dress,Dresses,"unbeatable, impressed, i, reminiscent, old, quilt, fairy, beautiful, covered, flirty, dark, gray, booties-, super, ","piece, price, i, design, time, patchwork, tale-, person, pic, neck, dress, fun, way, i, charcoal, heather, cute, ",
35,dress,Dresses,"sure, shapeless, i, happy, comfortable, back, great, super, comfortable, polished, ","dress, fabric, tie, waist, length, ",
34,jeans,Bottoms,"paige, great, faded, i, recommend, ","exception, wash, black/charcoal, grey, i, ",
54,pants,Bottoms,"nice, thick, perfect, ","material, heat, %, polyester, linen, ",
